bank_name,period,n_firms,firms,n_firms_savings,firms_savings,n_firms_borrowing,firms_borrowing,n_firms_payments,firms_payments,n_firms_credit_cards,firms_credit_cards
Republic Bank & Trust Company,2019-H2,1,Elastic,0,,1,Elastic,0,,0,
Republic Bank & Trust Company,2020-H2,2,Elastic; Liberty Tax,0,,1,Elastic,0,,0,
Republic Bank & Trust Company,2021-H1,2,Elastic; Liberty Tax,0,,1,Elastic,0,,0,
Republic Bank & Trust Company,2021-H2,1,Elastic,0,,1,Elastic,0,,0,
Republic Bank & Trust Company,2022-H1,2,Elastic; Liberty Tax,0,,1,Elastic,0,,0,
Republic Bank & Trust Company,2022-H2,1,Elastic,0,,1,Elastic,0,,0,
Republic Bank & Trust Company,2023-H1,2,Elastic; Liberty Tax,0,,1,Elastic,0,,0,
Republic Bank & Trust Company,2023-H2,1,Elastic,0,,1,Elastic,0,,0,
Republic Bank & Trust Company,2024-H1,2,Elastic; Liberty Tax,0,,1,Elastic,0,,0,
Republic Bank & Trust Company,2024-H2,1,Elastic,0,,1,Elastic,0,,0,
Republic Bank & Trust Company,2025-H1,1,Elastic,0,,1,Elastic,0,,0,
Republic Bank & Trust Company,2025-H2,1,Elastic,0,,1,Elastic,0,,0,
Republic Bank & Trust Company,2026-H1,1,Elastic,0,,1,Elastic,0,,0,
Republic Bank of Chicago,2018-H2,1,Insight Card,1,Insight Card,0,,0,,0,
Republic Bank of Chicago,2019-H1,1,Insight Card,1,Insight Card,0,,0,,0,
Republic Bank of Chicago,2021-H2,1,Insight Card,1,Insight Card,0,,0,,0,
Republic Bank of Chicago,2023-H1,1,Insight Card,1,Insight Card,0,,0,,0,
Republic Bank of Chicago,2023-H2,1,Insight Card,1,Insight Card,0,,0,,0,
Republic Bank of Chicago,2025-H1,2,Insight Card; NinjaHoldings,2,Insight Card; NinjaHoldings,0,,0,,0,
Republic Bank of Chicago,2025-H2,1,NinjaHoldings,1,NinjaHoldings,0,,0,,0,
Republic Bank of Chicago,2026-H1,1,NinjaHoldings,1,NinjaHoldings,0,,0,,0,
Republic Bank of Chicago and Axiom Bank®,2018-H1,1,Insight Card,1,Insight Card,0,,0,,0,
"Republic Bank of Chicago, Axiom Bank®",2015-H2,1,Insight Card,1,Insight Card,0,,0,,0,
"Republic Bank of Chicago, Axiom Bank®",2016-H1,1,Insight Card,1,Insight Card,0,,0,,0,
"Republic Bank of Chicago, Axiom Bank®",2017-H1,1,Insight Card,1,Insight Card,0,,0,,0,
"Saxo Bank, DSK Bank",2020-H1,1,Payhawk,0,,0,,0,,1,Payhawk
Services Credit Union,2013-H1,1,Continental Finance,0,,0,,1,Continental Finance,0,
Services Credit Union,2013-H2,1,Continental Finance,0,,0,,1,Continental Finance,0,
Silicon Valley Bank,2021-H2,2,Bluevine; Tally,0,,0,,0,,0,
Silicon Valley Bank,2023-H1,1,Airbase,1,Airbase,0,,0,,0,
"Silicon Valley Bank, American Express",2022-H1,1,Airbase,1,Airbase,0,,0,,0,
SoFi Bank,2022-H1,1,SoFi,1,SoFi,1,SoFi,0,,0,
SoFi Bank,2022-H2,1,SoFi,1,SoFi,0,,0,,0,
SoFi Bank,2023-H1,1,SoFi,1,SoFi,1,SoFi,0,,0,
SoFi Bank,2023-H2,1,SoFi,1,SoFi,1,SoFi,0,,1,SoFi
SoFi Bank,2024-H1,1,SoFi,0,,0,,0,,1,SoFi
SoFi Bank,2024-H2,1,SoFi,1,SoFi,1,SoFi,0,,1,SoFi
SoFi Bank,2025-H1,2,SoFi; Mesh Payments,1,SoFi,1,SoFi,0,,2,SoFi; Mesh Payments
SoFi Bank,2025-H2,1,SoFi,0,,1,SoFi,0,,1,SoFi
SoFi Bank,2026-H1,2,SoFi; Mesh Payments,1,SoFi,1,SoFi,0,,2,SoFi; Mesh Payments
SoFi Bank; SoFi Bank,2025-H1,1,SoFi,0,,0,,0,,0,
SoFi Bank; SoFi Banktiol Association,2023-H2,1,SoFi,0,,0,,0,,0,
SoFi Bank; SoFi Banktiol Association,2024-H1,1,SoFi,1,SoFi,0,,0,,0,
SoFi Bank; SoFi Banktiol Association,2025-H2,1,SoFi,1,SoFi,0,,0,,0,
SoFi Banktiol Association,2023-H1,1,SoFi,0,,0,,0,,0,
SoFi Banktiol Association,2023-H2,1,SoFi,0,,0,,0,,0,
SoFi Banktiol Association,2024-H1,1,SoFi,0,,0,,0,,0,
SoFi Banktiol Association,2024-H2,1,SoFi,0,,0,,0,,0,
"SoFi Lending Corp., NMLS # 1121636",2015-H2,1,SoFi,0,,1,SoFi,0,,0,
SoFi Money Account's uninvested cash balance is swept to one or more program banks,2018-H2,1,SoFi,0,,0,,0,,0,
Sp’s bank partner,2025-H2,1,Snap Finance,0,,0,,0,,0,
Sp’s bank partner,2026-H1,1,Snap Finance,0,,0,,0,,0,
Square AU Pty Ltd,2021-H1,1,Block,0,,1,Block,0,,0,
Square AU Pty Ltd,2021-H2,1,Block,0,,1,Block,0,,0,
Square AU Pty. (ABN 38 167 106 176),2024-H2,1,Block,0,,0,,1,Block,0,
Square AU Pty. Ltd.,2020-H1,1,Block,0,,0,,0,,0,
Square AU Pty. Ltd.,2021-H1,1,Block,0,,1,Block,0,,0,
Square AU Pty. Ltd.,2022-H1,1,Block,0,,0,,0,,1,Block
Square AU Pty. Ltd.,2022-H2,1,Block,0,,0,,1,Block,0,
Square AU Pty. Ltd.,2023-H1,1,Block,0,,0,,0,,1,Block
Square AU Pty. Ltd.,2024-H2,1,Block,0,,0,,0,,1,Block
Square AU Pty. Ltd.,2025-H1,1,Block,0,,1,Block,0,,0,
Square AU Pty. Ltd.,2025-H2,1,Block,0,,0,,0,,0,
Square AU Pty. Ltd.,2026-H1,1,Block,0,,1,Block,0,,0,
"State Street Bank and Trust Company, Goldman Sachs, or Fidelity",2024-H1,1,Gemini,1,Gemini,0,,0,,0,
"State Street Bank and Trust Company, Goldman Sachs, or Fidelity",2026-H1,1,Gemini,1,Gemini,0,,0,,0,
"State Street Bank and Trust Company, Sigture Bank",2022-H2,1,Gemini,1,Gemini,0,,0,,0,
Stearns Bank,2021-H1,1,Klutch,0,,0,,0,,1,Klutch
Sterlingtiol Bank,2019-H2,1,BrioDirect,1,BrioDirect,0,,0,,0,
Sterlingtiol Bank,2020-H2,1,BrioDirect,1,BrioDirect,0,,0,,0,
Sterlingtiol Bank,2021-H1,2,BrioDirect; Rho,2,BrioDirect; Rho,0,,0,,1,Rho
Sterlingtiol Bank,2021-H2,2,BrioDirect; Rho,1,BrioDirect,0,,0,,1,Rho
Sterlingtiol Bank,2022-H1,1,Rho,0,,0,,0,,1,Rho
"Sterlingtiol Bank, an FDIC-insuredtiol bank",2021-H2,1,Rho,1,Rho,0,,0,,0,
Stride Bank,2019-H1,1,BusyKid,0,,0,,0,,0,
Stride Bank,2019-H2,1,BusyKid,0,,0,,0,,0,
Stride Bank,2020-H1,2,BusyKid; Chime,0,,0,,0,,1,Chime
Stride Bank,2020-H2,2,BusyKid; Chime,0,,0,,0,,1,Chime
Stride Bank,2021-H1,3,BusyKid; Payfare; Chime,1,Payfare,0,,0,,1,Chime
Stride Bank,2021-H2,2,Payfare; Chime,1,Payfare,0,,0,,1,Chime
Stride Bank,2022-H1,2,Chime; Payfare,0,,0,,0,,1,Chime
Stride Bank,2022-H2,1,Chime,0,,0,,0,,1,Chime
Stride Bank,2023-H1,2,Chime; Stash,1,Stash,0,,0,,1,Chime
Stride Bank,2023-H2,2,Chime; Stash,1,Stash,0,,0,,1,Chime
Stride Bank,2024-H1,2,Payfare; Stash,2,Payfare; Stash,0,,0,,0,
Stride Bank,2024-H2,1,Stash,1,Stash,0,,0,,0,
Stride Bank,2025-H1,2,Payfare; Stash,2,Payfare; Stash,0,,0,,0,
Stride Bank,2025-H2,3,Payfare; Stash; Chime,2,Payfare; Stash,0,,0,,1,Chime
Stride Bank,2026-H1,1,Stash,1,Stash,0,,0,,0,
Stride Bank or The Bancorp Bank; The Bancorp Bank or Stride Bank,2026-H1,1,Chime,1,Chime,0,,0,,0,
Stride Bank; Stride Bank,2020-H2,1,Chime,0,,0,,0,,0,
Stride Bank; Stride Bank,2021-H1,1,Chime,0,,0,,0,,0,
Stride Bank; Stride Bank,2021-H2,1,Chime,0,,0,,0,,0,
Stride Bank; Stride Bank,2022-H1,1,Chime,0,,0,,0,,0,
Stride Bank; Stride Bank,2022-H2,1,Chime,0,,0,,0,,0,
Stride Bank; Stride Bank,2023-H1,1,Stash,0,,0,,0,,0,
Stride Bank; Stride Bank,2024-H1,1,Stash,1,Stash,0,,0,,0,
Stride Bank; Stride Bank,2025-H1,1,Stash,1,Stash,0,,0,,0,
"Stride Bank; The Bancorp Bank, Stride Bank",2026-H1,1,Chime,0,,0,,0,,1,Chime
Strike Lending,2026-H1,1,Strike,0,,1,Strike,0,,0,
"Strike Lending, Column",2026-H1,1,Strike,0,,0,,0,,0,
"Stripe Payments Company, Fifth Third Bank, Evolve Bank & Trust",2025-H1,1,Beam,0,,0,,0,,0,
Sunrise Banks,2015-H1,1,Purewrist,0,,0,,0,,0,
Sunrise Banks,2018-H2,2,JPay; Prepare   Prosper  Fair ,0,,0,,0,,0,
Sunrise Banks,2019-H1,1,Fancards,1,Fancards,0,,0,,0,
Sunrise Banks,2019-H2,1,Fancards,1,Fancards,0,,0,,0,
Sunrise Banks,2020-H1,1,MoCaFi,1,MoCaFi,0,,0,,0,
Sunrise Banks,2020-H2,2,Fancards; True Link,1,Fancards,0,,0,,0,
Sunrise Banks,2021-H1,3,Fancards; Gusto; Prepare   Prosper  Fair ,2,Fancards; Gusto,0,,0,,0,
Sunrise Banks,2021-H2,2,Fancards; Prepare   Prosper  Fair ,1,Fancards,0,,0,,0,
Sunrise Banks,2022-H1,2,Fancards; Prepare   Prosper  Fair ,1,Fancards,0,,0,,0,
Sunrise Banks,2022-H2,1,Fancards,1,Fancards,0,,0,,0,
Sunrise Banks,2023-H1,3,Fancards; MoCaFi; True Link,2,Fancards; MoCaFi,0,,0,,0,
Sunrise Banks,2024-H1,3,Fancards; MoCaFi; True Link,2,Fancards; MoCaFi,0,,0,,0,
Sunrise Banks,2024-H2,4,Fancards; Lili; MoCaFi; True Link,3,Fancards; Lili; MoCaFi,0,,0,,0,
Sunrise Banks,2025-H1,5,Fancards; MoCaFi; True Link; Lili; Prepare   Prosper  Fair ,3,Fancards; MoCaFi; Lili,0,,0,,0,
Sunrise Banks,2025-H2,3,Fancards; Lili; MoCaFi,3,Fancards; Lili; MoCaFi,0,,0,,0,
Sunrise Banks,2026-H1,2,Fancards; Lili,2,Fancards; Lili,0,,0,,0,
Sutton Bank,2019-H1,2,Payability; Teampay,1,Payability,0,,0,,1,Teampay
Sutton Bank,2019-H2,4,Expensify; Payability; Robinhood; Instant,2,Robinhood; Payability,0,,0,,1,Expensify
Sutton Bank,2020-H1,2,Expensify; Payability,1,Payability,0,,0,,1,Expensify
Sutton Bank,2020-H2,3,Expensify; Payability; Rellevate,2,Payability; Rellevate,0,,0,,1,Expensify
Sutton Bank,2021-H1,9,Expensify; Fold; Honeydue; Majority; Payability; Rellevate; Albert; Purewrist; Ramp,5,Fold; Majority; Albert; Honeydue; Payability,0,,0,,2,Expensify; Ramp
Sutton Bank,2021-H2,9,Fold; Honeydue; Majority; Upgrade; Albert; Payability; Purewrist; Ramp; Rellevate,6,Fold; Majority; Albert; Honeydue; Payability; Rellevate,0,,0,,2,Upgrade; Ramp
Sutton Bank,2022-H1,7,Fold; Majority; Payability; Rellevate; Upgrade; Albert; Purewrist,4,Fold; Majority; Albert; Payability,0,,0,,1,Upgrade
Sutton Bank,2022-H2,3,Fold; Majority; Payability,3,Fold; Majority; Payability,0,,0,,0,
Sutton Bank,2023-H1,6,Honeydue; Payability; Albert; Instant; Purewrist; Pst,3,Albert; Honeydue; Payability,1,Albert,1,Pst,0,
Sutton Bank,2023-H2,5,Fold; Payability; Torpago; Albert; Jeeves,3,Fold; Albert; Payability,0,,1,Jeeves,1,Torpago
Sutton Bank,2024-H1,7,Honeydue; Payability; Fold; Instant; Jeeves; Purewrist; Pst,4,Fold; Honeydue; Jeeves; Payability,0,,1,Pst,0,
Sutton Bank,2024-H2,4,Fold; Airbase; Payability; Purewrist,2,Fold; Payability,0,,0,,1,Fold
Sutton Bank,2025-H1,7,Afterpay; Fold; Instant; Payability; Pst; Purewrist; Teampay,2,Fold; Payability,1,Afterpay,1,Pst,2,Fold; Teampay
Sutton Bank,2025-H2,6,Afterpay; Credit Key; Fold; Honeydue; Instant; Teampay,2,Fold; Honeydue,1,Afterpay,1,Afterpay,3,Credit Key; Fold; Teampay
Sutton Bank,2026-H1,6,Afterpay; Credit Key; Fold; Instant; Payability; Teampay,2,Fold; Payability,1,Afterpay,1,Afterpay,2,Credit Key; Teampay
Sutton Bank or Choice Bank,2022-H2,1,Teampay,0,,0,,0,,1,Teampay
Sutton Bank or Choice Bank,2023-H1,1,Teampay,0,,0,,0,,1,Teampay
"Sutton Bank, Celtic Bank",2022-H2,1,Ramp,0,,0,,0,,1,Ramp
"Sutton Bank, Celtic Bank",2024-H1,1,Ramp,0,,0,,0,,1,Ramp
"Sutton Bank, Coastal Community Bank, Wells Fargo",2022-H1,1,Albert,0,,0,,0,,0,
"Sutton Bank, Member of the FDIC, Inc., Choice Bank, which is a division of Choice Fincial Group",2024-H2,1,Teampay,0,,0,,0,,1,Teampay
"Sutton Bank, a member of the Federal Deposit Insurance Corporation",2021-H2,1,Majority,1,Majority,0,,0,,0,
"Sutton Bank, member Federal Deposit Insurance Corporation",2023-H1,1,Torpago,0,,0,,0,,1,Torpago
"Sutton Bank, member Federal Deposit Insurance Corporation (FDIC)",2024-H1,1,Torpago,0,,0,,0,,1,Torpago
"Sutton Bank, member Federal Deposit Insurance Corporation (FDIC)",2024-H2,1,Torpago,0,,0,,0,,1,Torpago
"Sutton Bank, member Federal Deposit Insurance Corporation (FDIC)",2025-H1,1,Torpago,0,,0,,0,,1,Torpago
"Sutton Bank, member Federal Deposit Insurance Corporation (FDIC)",2025-H2,1,Torpago,0,,0,,0,,1,Torpago
Sutton Bank; Pathward; The Central Trust Bank; MVB Bank,2024-H1,1,ConnexPay,0,,0,,1,ConnexPay,0,
Sutton Bank; Sutton Bank,2023-H1,1,Fold,1,Fold,0,,0,,0,
Sutton Bank; Sutton Bank,2024-H1,1,Fold,1,Fold,0,,0,,0,
Synchrony Bank,2021-H1,1,Venmo,0,,0,,0,,1,Venmo
Synchrony Bank,2021-H2,2,Venmo; Walgreens,1,Walgreens,0,,0,,2,Venmo; Walgreens
Synchrony Bank,2022-H1,2,Walgreens; Venmo,1,Walgreens,0,,0,,2,Walgreens; Venmo
Synchrony Bank,2022-H2,2,Venmo; Walgreens,1,Walgreens,0,,0,,2,Venmo; Walgreens
Synchrony Bank,2023-H1,2,Venmo; Walgreens,1,Walgreens,0,,0,,2,Venmo; Walgreens
Synchrony Bank,2023-H2,2,Venmo; Walgreens,1,Walgreens,0,,0,,2,Venmo; Walgreens
Synchrony Bank,2024-H1,3,Venmo; Walgreens; Paypal,2,Paypal; Walgreens,0,,0,,2,Venmo; Walgreens
Synchrony Bank,2024-H2,2,Venmo; Walgreens,0,,0,,0,,2,Venmo; Walgreens
Synchrony Bank,2025-H1,2,Venmo; Walgreens,0,,0,,0,,2,Venmo; Walgreens
Synchrony Bank,2025-H2,2,Venmo; Walgreens,1,Walgreens,0,,0,,2,Venmo; Walgreens
Synchrony Bank,2026-H1,2,Venmo; Walgreens,1,Walgreens,0,,0,,2,Venmo; Walgreens
Synchrony Bank; The Bancorp Bank,2020-H2,1,Venmo,0,,0,,0,,1,Venmo
Synovus Bank,2017-H1,1,APPS,0,,0,,0,,0,
Synovus Bank,2017-H2,1,APPS,0,,0,,0,,0,
Synovus Bank,2020-H2,1,APPS,0,,0,,1,APPS,0,
Sypse Credit LLC,2023-H1,1,Cheese,0,,1,Cheese,0,,0,
"Sypse Fincial Technologies, Inc.",2024-H1,1,Gravy,0,,0,,0,,0,
"Sypse's partner banks, Members FDIC",2023-H2,1,Yotta Savings,1,Yotta Savings,0,,0,,0,
TAB Bank,2023-H1,1,Sunbit,0,,1,Sunbit,0,,0,
TAB Bank,2024-H1,1,Sunbit,0,,1,Sunbit,0,,1,Sunbit
TAB Bank,2024-H2,1,Sunbit,0,,1,Sunbit,0,,0,
TAB Bank,2025-H1,1,Sunbit,0,,1,Sunbit,0,,1,Sunbit
TD Bank USA,2019-H2,1,Target,0,,0,,0,,1,Target
TD Bank USA,2020-H1,1,Target,0,,0,,0,,1,Target
TD Bank USA,2020-H2,1,Target,0,,0,,0,,1,Target
TD Bank USA,2021-H1,1,Target,0,,0,,0,,1,Target
TD Bank USA,2021-H2,1,Target,0,,0,,0,,1,Target
TD Bank USA,2022-H1,1,Target,0,,0,,0,,1,Target
TD Bank USA,2022-H2,1,Target,1,Target,0,,0,,1,Target
TD Bank USA,2023-H1,1,Target,1,Target,0,,0,,1,Target
TD Bank USA,2023-H2,1,Target,0,,0,,0,,0,
TD Bank USA,2024-H1,1,Target,1,Target,0,,0,,1,Target
"TD Bank USA, Pathward",2024-H2,1,Target,1,Target,0,,0,,0,
"TD Bank USA, Pathward",2025-H1,1,Target,1,Target,0,,0,,0,
"TD Bank USA, Pathward",2025-H2,1,Target,0,,0,,0,,1,Target
"TD Bank USA, Pathward",2026-H1,1,Target,1,Target,0,,0,,0,
Target Corporation,2025-H1,1,Target,0,,0,,0,,0,
"The $250,000 limit (i.e., the SMDIA) includes your principal and accrued interest, when aggregated with all other deposits held by you directly, or through others, in the same recognized legal category of ownership at the same Receiving Bank",2023-H1,1,M1,0,,0,,0,,0,
The American Deposit Magement Company,2022-H2,1,Rho,1,Rho,0,,0,,0,
The American Deposit Magement Company,2023-H1,1,Rho,1,Rho,0,,0,,0,
The American Deposit Magement Company (ADM),2025-H1,1,Rho,0,,0,,0,,0,
The Bancorp Bank,2013-H1,1,Card.com,0,,0,,0,,0,
The Bancorp Bank,2013-H2,1,Systems   Methods Inc.,0,,0,,0,,0,
The Bancorp Bank,2014-H1,2,Card.com; Systems   Methods Inc.,1,Card.com,0,,0,,0,
The Bancorp Bank,2014-H2,1,Card.com,1,Card.com,0,,0,,0,
The Bancorp Bank,2015-H1,2,Card.com; Systems   Methods Inc.,0,,0,,0,,0,
The Bancorp Bank,2015-H2,1,Card.com,0,,0,,0,,0,
The Bancorp Bank,2016-H1,1,Card.com,0,,0,,0,,0,
The Bancorp Bank,2018-H1,1,Paypal,1,Paypal,0,,0,,0,
The Bancorp Bank,2018-H2,2,Paypal; Venmo,1,Paypal,0,,0,,1,Venmo
The Bancorp Bank,2019-H1,4,Card.com; Paypal; Varo; Venmo,2,Paypal; Varo,0,,0,,1,Venmo
The Bancorp Bank,2019-H2,4,Card.com; Paypal; Varo; Venmo,2,Paypal; Varo,0,,0,,1,Venmo
The Bancorp Bank,2020-H1,4,Paypal; SoFi; Varo; Venmo,3,Paypal; Varo; SoFi,0,,0,,2,SoFi; Venmo
The Bancorp Bank,2020-H2,6,Bluevine; Card.com; Oxygen; Paypal; SoFi; Venmo,3,Bluevine; Oxygen; Paypal,0,,1,SoFi,1,SoFi
The Bancorp Bank,2021-H1,8,Bluevine; Card.com; Oxygen; PLS; Paypal; SoFi; Systems   Methods Inc.; Fancards,5,Bluevine; Oxygen; Paypal; SoFi; PLS,0,,0,,1,SoFi
The Bancorp Bank,2021-H2,5,Brightwell; NorthOne; Systems   Methods Inc.; Card.com; Venmo,3,Brightwell; NorthOne; Card.com,0,,0,,0,
The Bancorp Bank,2022-H1,9,Brightwell; Card.com; Chime; DailyPay; NorthOne; SoFi; Systems   Methods Inc.; Venmo; PLS,5,Brightwell; Chime; NorthOne; SoFi; PLS,0,,1,SoFi,0,
The Bancorp Bank,2022-H2,7,Card.com; Kleercard; NorthOne; SoFi; Systems   Methods Inc.; PLS; Ivella,4,Kleercard; NorthOne; SoFi; PLS,0,,0,,1,Kleercard
The Bancorp Bank,2023-H1,9,Brightwell; Card.com; Chime; DailyPay; Kleercard; NorthOne; SoFi; Systems   Methods Inc.; Venmo,3,Brightwell; Chime; NorthOne,0,,0,,2,Kleercard; SoFi
The Bancorp Bank,2023-H2,7,DailyPay; Kleercard; Lane Health; NorthOne; Oxygen; PLS; Venmo,3,NorthOne; Oxygen; PLS,0,,0,,2,Kleercard; Lane Health
The Bancorp Bank,2024-H1,7,Brightwell; DailyPay; Expensify; Kleercard; NorthOne; Oxygen; Systems   Methods Inc.,3,Brightwell; NorthOne; Oxygen,1,NorthOne,1,DailyPay,2,Kleercard; Expensify
The Bancorp Bank,2024-H2,6,Brightwell; DailyPay; Expensify; NorthOne; Systems   Methods Inc.; Venmo,2,Brightwell; NorthOne,1,NorthOne,1,DailyPay,1,Expensify
The Bancorp Bank,2025-H1,7,Brightwell; DailyPay; Expensify; Kleercard; Level; NorthOne; Venmo,2,NorthOne; Level,1,NorthOne,1,Brightwell,2,Kleercard; Expensify
The Bancorp Bank,2025-H2,7,Brightwell; DailyPay; Expensify; Kleercard; NorthOne; Systems   Methods Inc.; Venmo,2,NorthOne; Brightwell,1,NorthOne,1,Brightwell,2,Kleercard; Expensify
The Bancorp Bank,2026-H1,6,Brightwell; DailyPay; Expensify; NorthOne; Systems   Methods Inc.; Venmo,2,NorthOne; DailyPay,0,,1,Brightwell,1,Expensify
The Bancorp Bank or Stride Bank,2020-H1,1,Chime,1,Chime,0,,0,,0,
The Bancorp Bank or Stride Bank,2020-H2,1,Chime,1,Chime,0,,0,,0,
The Bancorp Bank or Stride Bank,2021-H1,1,Chime,1,Chime,0,,0,,0,
The Bancorp Bank or Stride Bank,2021-H2,1,Chime,1,Chime,0,,0,,0,
The Bancorp Bank or Stride Bank,2022-H1,1,Chime,1,Chime,0,,0,,0,
The Bancorp Bank or Stride Bank,2022-H2,1,Chime,1,Chime,0,,0,,0,
The Bancorp Bank or Stride Bank,2023-H2,1,Chime,1,Chime,0,,0,,0,
The Bancorp Bank or Stride Bank,2024-H1,1,Chime,0,,0,,0,,1,Chime
The Bancorp Bank or Stride Bank,2024-H2,1,Chime,1,Chime,0,,0,,1,Chime
The Bancorp Bank or Stride Bank,2025-H1,1,Chime,0,,0,,0,,1,Chime
The Bancorp Bank or Stride Bank,2025-H2,1,Chime,1,Chime,0,,0,,0,
The Bancorp Bank or Stride Bank,2026-H1,1,Chime,1,Chime,0,,0,,0,
"The Bancorp Bank, Radius Bank",2021-H1,1,NorthOne,1,NorthOne,0,,0,,0,
"The Bancorp Bank, Stride Bank",2025-H2,1,Chime,1,Chime,0,,0,,0,
The Bancorp Bank;,2023-H2,1,Venmo,1,Venmo,0,,0,,0,
The Bancorp Bank;,2024-H2,1,Venmo,1,Venmo,0,,0,,0,
The Bancorp Bank;,2025-H1,1,Venmo,1,Venmo,0,,0,,0,
The Bancorp Bank; The Bancorp Bank or Stride Bank,2021-H1,1,Chime,1,Chime,0,,0,,0,
"The Bancorp Bank; The Bancorp Bank or Stride Bank, Members FDIC",2024-H1,1,Chime,1,Chime,0,,0,,0,
The Bancorp Bank; The Bank of Missouri,2022-H2,1,SoFi,0,,0,,0,,1,SoFi
The Bank of Missouri,2021-H1,1,SoFi,0,,0,,0,,1,SoFi
The Bank of Missouri,2021-H2,2,SoFi; Atlanticus,0,,0,,0,,2,SoFi; Atlanticus
The Bank of Missouri,2022-H1,1,SoFi,0,,0,,0,,1,SoFi
The Bank of Missouri,2022-H2,3,Continental Finance; Atlanticus; SoFi,0,,0,,1,Continental Finance,2,Atlanticus; SoFi
The Bank of Missouri,2023-H1,1,Atlanticus,0,,0,,0,,1,Atlanticus
The Bank of Missouri,2024-H1,2,Continental Finance; Atlanticus,0,,0,,0,,2,Continental Finance; Atlanticus
The Bank of Missouri,2024-H2,2,Continental Finance; Atlanticus,0,,0,,0,,2,Continental Finance; Atlanticus
The Bank of Missouri,2025-H1,1,Atlanticus,0,,0,,0,,1,Atlanticus
The Bank of Missouri,2025-H2,1,Atlanticus,0,,0,,0,,1,Atlanticus
The Bank of Missouri,2026-H1,1,Atlanticus,0,,0,,0,,1,Atlanticus
"The Bank of Missouri, Celtic Bank",2020-H2,1,Continental Finance,0,,0,,1,Continental Finance,0,
"The Bank of Missouri, Celtic Bank",2021-H1,1,Continental Finance,0,,0,,1,Continental Finance,0,
"The Bank of Missouri, Celtic Bank",2021-H2,1,Continental Finance,0,,0,,1,Continental Finance,0,
"The Bank of Missouri, Celtic Bank",2023-H1,1,Continental Finance,0,,0,,1,Continental Finance,0,
"The Bank of Missouri, Celtic Bank",2024-H1,1,Continental Finance,0,,0,,1,Continental Finance,0,
"The Bank of Missouri, Celtic Bank",2024-H2,1,Continental Finance,0,,0,,1,Continental Finance,0,
The Central Trust Bank and MVB Bank,2024-H2,1,ConnexPay,0,,0,,1,ConnexPay,0,
The Central Trust Bank and MVB Bank,2025-H2,1,ConnexPay,0,,0,,0,,0,
The Services are issued by The Services,2022-H1,1,GravyStack,1,GravyStack,0,,0,,0,
Third Coast Bank,2023-H2,1,Mayfair,0,,0,,0,,0,
Third Coast Bank,2024-H1,1,Mayfair,0,,0,,0,,0,
Third Coast Bank,2024-H2,1,Mayfair,0,,0,,0,,0,
Third Coast Bank SSB,2023-H2,1,Mayfair,0,,0,,0,,0,
Third Coast Bank SSB,2024-H1,1,Mayfair,1,Mayfair,0,,0,,0,
Third Coast Bank SSB,2024-H2,1,Mayfair,1,Mayfair,0,,0,,0,
Third Coast Bank SSB; Third Coast Bank SSB,2024-H1,1,Mayfair,0,,0,,0,,0,
"Third Coast Bank, SSB",2024-H1,1,Mayfair,1,Mayfair,0,,0,,0,
"Third Coast Bank, SSB",2024-H2,1,Mayfair,1,Mayfair,0,,0,,0,
Third Coast Bank; Third Coast Bank SSB,2023-H2,1,Mayfair,1,Mayfair,0,,0,,0,
Thread Bank,2023-H1,5,Arpari; Relayfi; Sequin; Thatch; ZenBusiness,4,Arpari; Relayfi; Thatch; ZenBusiness,0,,1,Arpari,0,
Thread Bank,2023-H2,6,Arpari; Every; Highbeam; Relayfi; Switch; ZenBusiness,6,Arpari; Every; Highbeam; Relayfi; Switch; ZenBusiness,0,,2,Switch; Arpari,2,Highbeam; Relayfi
Thread Bank,2024-H1,15,Ampla; Arpari; Every; Nav; Relayfi; Seis; Sequin; Switch; Thatch; Truss Payments; Cleo; Covercy; Highbeam; ZenBusiness; Crypto.com,8,Arpari; Relayfi; Seis; Switch; Thatch; Cleo; Every; ZenBusiness,0,,3,Truss Payments; Switch; Covercy,4,Ampla; Nav; Highbeam; Relayfi
Thread Bank,2024-H2,15,Every; Highbeam; Nav; Relayfi; Seis; Sequin; Snapraise; Thatch; TruckSmarter; Truss Payments; Yepzy; ZenBusiness; Ampla; Baselane; Covercy,10,Highbeam; Relayfi; Seis; Thatch; TruckSmarter; Yepzy; Every; Snapraise; ZenBusiness; Baselane,0,,2,Truss Payments; Covercy,4,Nav; Highbeam; Relayfi; Ampla
Thread Bank,2025-H1,19,Ampla; Arpari; Every; Forma; Highbeam; Levro; Nav; Relayfi; Retirable; Seis; Snapraise; Thatch; TruckSmarter; Truss Payments; Yepzy; Cleo; Covercy; ZenBusiness; Currence,16,Arpari; Forma; Highbeam; Levro; Nav; Relayfi; Retirable; Seis; Thatch; TruckSmarter; Yepzy; Every; Cleo; Snapraise; ZenBusiness; Currence,2,TruckSmarter; Ampla,3,Truss Payments; Covercy; Highbeam,4,Ampla; Nav; Highbeam; Relayfi
